P8_ID;P8_MBA_A_Haushalt;P8_B4P_P_STUDENTEN
22111100;626;1.45
22111105;788;3.86
22111110;465;2.6
22111115;792;5.49
22111120;321;4.7
22111125;777;2.36
22111130;920;2.91
22111135;646;4.4
22111140;181;2.65
22111145;594;2.93
22111150;548;6
22111156;432;2.9
22113005;1420;3.79
22113010;660;5.74
22113015;315;6.33
22113020;1034;5.55
22113025;698;7.05
22113030;784;3.17
22113035;209;3.77
22113040;319;5.01
22113045;258;7.82
22113050;383;4.4
22113055;322;5.6
22115005;455;5.34
22115010;409;6.56
22115015;716;4.32
22115020;438;4.12
22115025;546;1.22
22115030;678;5.42
22115035;125;1.46
22115040;1171;4.34
22115045;438;3.28
22115050;351;1.18
22115055;660;2.01
22115060;527;5.02
22115065;566;5.63
22115070;548;1.57
22115075;392;1.71
22115080;499;2.76
22117005;596;5.95
22117010;768;3.07
22117015;413;3.67
22117020;770;2.82
22117025;846;3.74
22117030;1124;3.51
22117035;460;1.97
22117040;607;4.84
22117050;543;2.69
22117055;429;3.06
22117060;1006;3.07
22117065;361;1.22
22117070;571;1.55
22117075;528;3.28
22117080;551;5.01
22117085;455;2.78
22117090;845;3.24
22117095;464;3.61
22117100;148;1.18
22117105;331;3.65
22119005;623;5.63
22119010;522;2.27
22119015;349;2.7
22119020;390;4.55
22119025;247;0.96
22119030;393;4.91
22119035;243;3.29
22119040;643;1.87
22119045;1125;3.56
22119050;580;1.67
22119055;670;6.95
22119060;195;4.88
22119065;86;2.75
22119070;718;4.01
22119075;426;0.83
22119080;775;2.36
22119085;1026;4.81
22119090;680;2.35
22119095;375;3.72
22119100;508;6
22119105;839;2.08
22119110;332;4.26
22119115;706;4.8
22119120;1133;1.97
22119125;583;2.93
22119130;91;2.1
22119135;175;1.81
22143005;729;2.07
22143010;1346;4.02
22143015;942;2.24
22143026;748;3.99
22143030;931;2.71
22143035;570;4.85
22143040;166;4.76
22143045;210;5.3
22143050;207;3.72
22143055;450;4.38
22143060;1095;5.11
22143065;727;5.32
22143070;806;2.76
22143075;606;5.99
22143080;587;0.93
22143085;305;5.21
22145005;438;3.06
22145010;507;6.86
22145015;329;4.54
22145020;205;7.67
22145025;785;1.65
22145030;525;5.91
22145035;645;4.62
22145040;992;4.75
22145045;829;5.71
22145050;611;3.18
22145055;223;1.85
22145060;397;0.92
22145065;742;1.86
22145070;520;1
22145075;852;2.16
22145080;552;2.4
22145085;467;2.63
22145090;435;5.16
22145095;794;3.11
22145100;606;5.81
22145105;665;3.45
22145110;709;2.68
22145115;434;1.77
22147010;729;3
22147015;804;4.54
22147020;623;4.77
22147025;596;1.12
22147030;81;2.97
22147035;811;2.04
22147040;344;2.59
22147045;999;3.2
22147050;874;3.43
22147056;186;3.16
22147060;236;6.2
22147065;815;4.1
22147075;546;2.45
22147080;486;5.6
22147085;722;3.07
22147090;439;5.96
22147095;271;4.83
22147100;303;6.83
22147105;642;3.24
22147110;706;1.7
22147115;861;2.18
22149005;684;2.82
22149010;749;4.98
22149015;166;2.76
22149020;325;3.17
22149025;667;5.39
22149030;990;7.22
22149035;502;3.17
22149040;524;2.63
22149045;323;3.18
22149050;704;1.9
22149055;766;2.96
22149060;644;4.61
22149065;811;5.2
22149070;593;1.62
22149075;314;2.4
22149080;580;3.12
22149085;513;1.99
22149090;657;4.1
22149095;639;2.23
22149105;1049;5
22149110;687;5.09
22149115;313;3.44
22149120;501;5.54
22159005;73;3.15
22159010;519;3.93
22159015;1002;4.25
22159020;875;1.92
22159025;1040;5.44
22159030;377;5.44
22159035;699;5.54
22159045;522;3.61
22159050;527;0.92
22159055;670;2.46
22159060;531;5.18
22159065;548;4.29
22159070;496;5.07
22159075;475;0.84
22159080;415;0.78
22159085;528;3.62
22159090;537;2.79
22159095;789;2.39
22159100;1017;6.67
22159105;568;4.3
22159110;969;1.72
22159115;381;1.08
22159120;713;3.84
22159125;386;2.31
22159130;778;2.5
22159135;739;4.73
22159140;200;1.82
22159200;435;4.87
22159205;572;5.3
22159210;1309;3.84
22159215;457;4.67
22175005;595;2.41
22175010;767;4.99
22175015;808;3.42
22175020;422;4.29
22175030;1112;3.43
22175035;499;1.49
22175040;539;3.07
22175045;541;3.13
22175050;475;2.38
22175055;358;1.28
22175060;1009;4.66
22175065;681;6.05
22175070;469;4.04
22175075;703;2.03
22175080;323;5.58
22175085;757;3.14
22175090;486;6.01
22175095;390;3.66
22177010;159;8.18
22177015;673;3.09
22177020;657;2.2
22177025;301;3.01
22177030;454;4.92
22177035;568;5.79
22177040;437;2.45
22177045;577;2.73
22177050;542;4.16
22177055;873;4.49
22177060;475;1.6
22177065;886;6.33
22177070;489;4.16
22179005;699;3.63
22179010;110;5.71
22179015;521;2.8
22179020;503;5.27
22179025;230;1.98
22179030;830;2.67
22179035;502;2.62
22179040;404;3.55
22179045;590;3.01
22179050;406;6
22179055;524;3.2
22179060;883;2.72
22179065;528;2.74
22179070;706;3.32
22179075;672;6.17
22179080;737;3.51
22179085;663;2.08
22179090;651;3.69
22297005;426;3.38
22297010;814;3.33
22297015;121;4.55
22297020;625;2.6
22297025;706;2.18
22297030;906;4.82
22297035;683;5.2
22297040;612;2.83
22297045;637;3.69
22297050;237;2.86
22297055;889;5.59
22297060;169;3.24
22297065;472;1.64
22297070;589;8.85
22297075;847;7.61
22297080;262;5.37
22299005;538;5.47
22299010;459;5.62
22299015;579;5.01
22299020;393;6.88
22299025;970;5.61
22299030;240;4.87
22299035;828;4.63
22299040;1247;5.73
22299045;837;6.77
22299050;847;3.75
22299055;381;3.3
22299060;1254;4.21
22299065;615;3.42
22299070;250;3.91
22299075;270;2.42
22301005;102;4.71
22301010;351;5.98
22301015;998;9.16
22301020;268;8.96
22301025;1322;6.69
22301030;726;4.97
22301035;605;2.5
22301040;821;3.65
22301045;150;3.84
22301050;858;3.06
22301055;456;3.36
22301060;1200;5.34
22303005;858;8.85
22303010;335;7.72
22303015;1055;8.11
22303020;1385;6
22303025;1273;9.85
22303030;946;8.13
22303035;760;7.12
22303040;709;8.93
22303045;703;8.77
22303050;400;5.93
22303055;715;9.73
22303060;746;11.4
22303065;678;12.54
22303070;941;9.91
22303075;935;6.54
22303080;794;7.6
22305005;128;8.53
22305010;675;5.62
22305015;621;5.32
22305020;552;3.48
22305025;1407;6.21
22305030;610;6.48
22305035;811;5.91
22305040;697;6.64
22305045;780;6.55
22305050;810;5.36
22305055;838;6.5
22305060;586;6.51
22305065;702;6.26
22305070;448;4.99
22305075;398;3.42
22307006;465;7.14
22307011;194;8.82
22307015;518;6.21
22307020;620;5.87
22307025;437;2.31
22307030;995;6.71
22307035;672;6.49
22307040;626;8.23
22307045;610;5.52
22307050;332;5.36
22307055;597;6.56
22307060;575;6.13
22307065;551;6.59
22307070;777;8.21
22307075;461;8.09
22307080;896;7.31
22307085;331;4.32
22307090;514;3.76
22307095;729;6.75
22307100;1000;8.33
22307105;539;5.7
22307110;817;7.07
22309010;593;4.07
22309015;723;4.96
22309020;268;6.4
22309025;294;8.01
22309030;427;2.85
22309035;139;2.78
22309040;231;2.74
22309045;15;1.77
22309050;612;4.38
22309055;561;1.3
22309060;529;3.41
22309065;629;1.39
22309070;552;1.65
22309075;573;1.14
22309080;702;3.21
22309085;899;6.85
22309090;845;2.56
22309095;196;1.08
22309105;1713;1.12
22309110;956;2.65
22335006;428;3.55
22335010;312;2.22
22335015;550;2.53
22335020;1044;3.75
22335025;239;4.3
22335030;967;6.57
22335035;245;2.5
22335040;517;6.78
22335045;800;3.47
22335050;1051;6.39
22335055;431;2.15
22335060;559;4.39
22335065;632;3.84
22335070;712;3.86
22335075;348;4.34
22335080;85;2.05
22337005;943;9.46
22337010;659;2.64
22337015;807;2.08
22337020;623;5.98
22337025;538;4
22337030;692;4.2
22337035;538;6.24
22337040;20;0.82
22337045;614;4.25
22337050;684;2.12
22337055;939;5.3
22339005;624;4.86
22339010;446;4.53
22339015;659;2.38
22339020;348;3.25
22339025;557;1.75
22339030;704;2.46
22339035;260;2.78
22339040;539;1.89
22339045;635;1.67
22339050;1145;2.65
22339055;519;4.49
22339060;335;2.53
22339070;578;4
22339075;731;2.73
22359011;299;6.08
22359015;568;2.77
22359020;613;4.67
22359025;528;2.32
22359030;534;2.6
22359035;629;1.74
22359040;721;1.9
22359045;1282;4.72
22359050;1071;2.36
22359055;583;2.13
22359060;590;1.85
22359065;929;2.09
22359070;911;2.31
22359075;744;1.98
22359080;935;1.94
22359085;817;1.85
22359090;614;2.49
22391005;748;2.18
22391010;759;2.47
22391015;638;1.97
22391020;743;1.9
22391025;412;1.96
22391030;594;1.83
22391035;838;2.46
22391040;551;1.84
22391045;712;2.38
22391050;623;2.6
22391055;462;1.96
22391060;505;1.76
22391065;128;4.78
22391070;175;2.31
22391075;353;5.63
22391080;1013;5.04
22391085;680;1.07
22393010;646;2.16
22393015;434;1.87
22393020;677;1.98
22393025;818;2.14
22393030;368;1.92
22393035;1088;2.22
22393040;682;1.88
22393045;640;2.64
22393050;841;2.26
22393055;172;3.11
22393060;568;1.9
22393065;499;2.43
22393070;428;2.8
22393075;623;1.9
22393080;630;1.85
22393085;832;1.9
22393090;277;2.06
22393095;206;1.96
22395005;680;2.09
22395010;152;1.85
22395015;676;2.06
22395020;708;1.88
22395025;403;2.87
22395030;720;2.06
22395035;712;2.24
22395040;187;5.38
22395045;1567;3.9
22395050;733;1.97
22395055;725;2.23
22397005;1126;1.94
22397010;1002;1.88
22397015;1456;2.4
22397020;917;2.54
22397025;851;1.89
22397030;1259;3
22397035;766;1.77
22397040;785;1.91
22397045;976;2.02
22399005;674;3.22
22399010;632;3.47
22399015;1072;2.44
22399020;380;1.88
22399025;710;3.84
22399030;198;2
22399035;665;2.08
22399040;595;2.8
22399045;586;2.9
22399050;704;2.06
22399055;748;3.39
22399060;411;1.54
22399065;658;6.14
22399070;644;2.04
22399075;543;1.85
22399080;461;1.66
22399085;676;2.18
22399090;630;1.57
22415005;321;2.84
22415010;716;3.83
22415015;556;5.8
22415020;620;3.77
22415025;386;2.23
22415030;592;4.33
22415035;441;3.23
22415040;73;1.32
22415045;674;2.39
22415050;836;3.86
22415055;597;0.95
22415060;958;3.31
22415065;666;1.56
22415070;621;4.95
22417005;881;2.14
22417010;378;4.1
22417015;1031;1.89
22417020;402;2.94
22417025;366;2.99
22417030;550;2.98
22417035;324;2.07
22417040;561;3.87
22417045;558;3.63
22417050;497;2.75
22417055;604;3.74
22417060;886;1.69
22419005;624;3.24
22419010;565;3.36
22419015;456;2.52
22419020;516;1.02
22419025;591;3.9
22419030;601;1.82
22419035;721;2.74
22419040;880;2.08
22419045;632;2.52
22419050;397;3.95
22419055;99;0.99
22419060;622;2.17
22419065;391;3.49
22419075;363;3.31
22419080;122;3.77
22419085;1000;3.11
22453005;674;2.43
22453010;508;6.43
22453015;677;3.75
22453020;279;2.44
22453025;660;3.17
22453030;1167;6.54
22453035;223;4.13
22453045;498;2.66
22453050;633;3.26
22453055;597;4.76
22453060;67;2.8
22453065;260;2.91
22453070;689;4.54
22453075;326;2.59
22453080;763;1.42
22453085;423;2.32
22453090;660;4.58
22453095;717;4.21
22453100;986;3.41
22455005;813;2.94
22455010;445;1.01
22455015;699;3.8
22455020;596;3.68
22455025;756;1.8
22455030;766;3.96
22455035;589;6.5
22455040;707;3.7
22455046;102;7.49
22455055;204;0.71
22455060;1497;4.5
22455065;724;4.87
22455070;959;6.55
22455075;817;5.17
22455080;708;3.64
22457005;1164;2.93
22457010;386;4
22457015;512;4.39
22457020;798;3.37
22457030;578;2.07
22457035;1458;4.32
22457045;742;4.37
22457050;928;5.04
22457055;591;5.65
22457060;553;2.87
22457065;581;4.06
22457070;500;1.97
22457075;586;3.17
22457080;603;6.29
22457085;487;2.82
22457090;614;3.01
22457095;467;3.84
22457100;290;4.52
22459005;133;4.52
22459010;660;3.93
22459015;693;6.78
22459020;1495;5.61
22459025;762;3.78
22459030;721;6.55
22459035;625;4.11
22459040;287;2.8
22459045;797;5.63
22459050;41;4.68
22459055;22;2.06
22459060;370;2.04
22459065;642;4.35
22459070;871;6.1
22459075;670;3.7
22459080;702;4.72
22459085;559;4.05
22459090;380;2.3
22459095;574;2.67
22523005;570;3.59
22523010;648;6.81
22523015;379;1.15
22523020;871;1.84
22523025;511;1.55
22523030;532;2.19
22523035;400;5.65
22523040;664;3.59
22523045;855;3.69
22523050;541;1.49
22523055;717;4.66
22523060;417;2.77
22523065;469;0.89
22523070;1100;2.07
22523075;656;2.11
22523080;887;3.45
22523085;1316;3.87
22523090;364;1.39
22523095;662;3.14
22523100;399;2.79
22523105;550;2.61
22523110;389;1.21
22525005;516;6.3
22525010;15;3.09
22525015;191;4.19
22525020;429;6.64
22525025;172;2.47
22525030;481;3.93
22525035;344;4.44
22525040;614;5.11
22525045;231;6.62
22525050;665;5.17
22525055;857;3.75
22525060;799;2.65
22525065;145;1.83
22525070;1173;4.16
22525075;628;2.76
22525080;718;6.8
22525085;809;1.71
22525090;164;2.91
22525095;410;3.51
22527005;59;9.47
22527010;117;5.57
22527015;232;2.18
22527021;427;4
22527025;255;3
22527030;230;6.28
22527035;423;5.86
22527040;470;3.45
22527045;278;4.72
22527050;673;3.14
22527055;684;7.22
22527060;566;8.16
22527065;581;7.56
22527070;971;6.92
22527075;1003;4.45
22527080;664;4.8
22527085;726;4.89
22527090;569;5.24
22527095;272;4.42
22527100;361;5.16
22527105;244;1.68
22529005;100;8.89
22529010;577;4.56
22529015;934;4.31
22529020;893;2.89
22529025;898;2.77
22529030;857;8.6
22529035;1855;4.72
22529040;869;7.51
22529045;605;6.99
22529050;325;3.32
22529055;772;7.72
22529060;601;4.19
22529065;574;8.94
22529070;742;4.84
22529075;1424;5.07
22529080;376;3.58
22529085;1223;5.79
22529090;99;7.76
22529095;507;3.94
22529100;280;7.88
22547005;412;1.46
22547010;369;1.23
22547015;614;1.6
22547020;1148;3.43
22547025;448;5.23
22547030;1214;1.91
22547035;679;6
22547040;648;2.72
22547045;477;3.78
22547050;405;1.66
22547055;506;1.1
22547060;757;4.02
22547070;680;2.61
22547075;659;6.07
22547080;628;1.43
22547085;636;3.04
22547090;629;2.3
22547095;744;4.29
22547100;413;4.18
22547105;358;1.44
22549005;426;4.34
22549010;631;6.07
22549015;1106;1.76
22549020;533;4.04
22549025;496;3.23
22549030;351;6.09
22549035;638;4.14
22549040;364;5.21
22549045;1311;5.35
22549050;707;4.63
22549055;449;3.9
22549060;514;2.17
22549065;92;1.77
22549070;268;4.57
22549075;718;3.66
22549080;1230;3.44
22549085;546;2.94
22549090;85;5.22
22549100;1073;4.66
22549105;674;3.91
22549110;170;0.77
22549115;320;4.23
22549120;423;1.35
22549125;433;1.17
22559005;537;1.95
22559010;444;1.98
22559015;592;2.87
22559020;762;1.95
22559025;655;4.02
22559030;886;1.98
22559035;768;5.25
22559040;641;1.85
22559045;501;4.92
22559050;413;1.83
22559055;799;2.94
22559060;956;2.11
22559065;602;3.46
22559070;419;5.07
22587005;266;2.09
22587010;788;2.12
22587015;146;1.72
22587020;764;2.7
22587025;943;2.96
22587030;590;2.2
22587035;654;2.27
22587040;581;2.71
22587045;759;2.44
22587050;525;2.15
22587055;624;1.94
22587060;807;1.99
22587065;638;2.35
22587070;793;2.08
22587075;729;1.92
22587080;211;1.96
22587085;299;5.1
22589010;415;3.02
22589015;45;2.34
22589020;771;4.26
22589025;1382;2.67
22589030;1021;3.8
22589035;634;4.78
22589040;780;5.42
22589045;927;1.3
22589050;735;5.25
22589055;451;2.07
22589060;1106;5.98
22589065;497;1.88
22589070;594;3.36
22589075;593;2.46
22589080;716;2.41
22589085;605;1.77
22589090;381;5.72
22589095;109;1.81
22605005;396;4.09
22605010;426;2.75
22605015;831;2.13
22605020;765;2.04
22605025;527;2.08
22605030;907;1.92
22605035;833;2.05
22605040;694;2.09
22605045;540;1.82
22607005;150;3.45
22607010;263;4.72
22607015;652;3.9
22607020;503;3.03
22607025;871;5.34
22607030;671;3.62
22607035;580;4.24
22607040;557;2.37
22607045;689;2.75
22607050;634;4.48
22607055;714;2.02
22607060;487;1.88
22607065;877;2.21
22607070;505;2.14
22607075;688;2
22607080;693;2.41
22607085;392;1.81
22609005;837;4.07
22609010;779;2.44
22609015;666;2.04
22609020;300;1.87
22609025;143;2.02
22609030;487;2.53
22609035;317;2.74
22609040;706;2.1
22609045;1069;2.34
22609050;763;2.23
22609055;271;1.7
22609060;543;1.95
22761010;718;5.62
22761015;241;5.54
22761020;374;5.33
22761025;1295;7.45
22761030;1711;9.59
22761035;104;4.62
22761040;775;6.79
22761045;305;3.88
22761050;874;8.5
22761055;1153;8.79
22761060;1097;6.8
22761065;388;5.51
22761070;969;6.86
22761075;759;4.27
22761080;193;1.65
22761085;472;5.41
22761090;652;5.84
22763005;201;10.5
22763010;577;7.95
22763015;563;8.39
22763020;1281;6.64
22763025;482;3.37
22763030;1016;6.91
22763035;809;2.76
22763040;190;4.08
22763045;490;4.7
22763050;547;3.07
22763055;422;3.02
22763060;663;3.29
22763065;729;8.66
22763070;532;2.73
22763075;407;4.54
22763080;542;2.91
22763085;766;5.26
22763090;381;2.06
22763095;1072;7.32
22763100;271;2.21
22765005;191;5.19
22765010;14;3.73
22765015;886;10.59
22765020;879;6
22765025;1091;9.5
22765030;746;6.73
22765035;802;8.05
22765040;1068;9.3
22765045;377;8.5
22765050;1053;10.82
22765055;442;6.51
22765060;924;7.21
22765065;1037;6.96
22765070;1094;10.05
22765075;1459;8.12
22765080;1148;10.13
22765085;504;6.16
22765090;1406;9.46
22765095;741;8.53
22765100;611;5.35
22765105;764;3.34
22765110;25;6.66
22767005;136;10.68
22767010;579;5.71
22767015;1134;4.78
22767021;938;6.17
22767025;150;7.74
22767030;67;2.07
22767035;882;4.72
22767040;526;8.07
22767045;570;3.41
22767050;717;5.46
22767055;761;3.86
22767060;318;6.08
22767065;690;5.47
22767070;1107;5.99
22767075;442;5.51
22767080;1167;7.4
22767085;1378;5.87
22767090;577;7.31
22767095;848;5.14
22767100;973;4.47
22767105;593;5.18
22767110;304;2.07
22767115;910;4.58
22767125;768;8.46
22767130;458;7.68
22767135;426;5.26
22769005;271;6.91
22769010;652;10.87
22769015;519;8.55
22769020;123;4.57
22769025;764;7.78
22769030;533;11.07
22769035;1110;10.29
22769040;719;4.79
22769045;127;6.05
22769050;1249;4.69
22769055;788;7.9
22769060;363;5.24
22769065;726;5.64
22769070;684;5.64
22769075;352;4.51
22769080;155;8.97
22769085;10;6.76
22769090;754;8.2
22769095;50;4.55
22844005;667;2.29
22844010;1097;2.33
22844015;546;5.54
22844020;1344;4.16
22844025;897;6.39
22844030;606;6.48
22844035;1312;3.55
22844040;756;4.56
22844045;398;2.41
22844050;974;3.86
22844055;688;4.47
22844060;639;3.11
22846005;469;4.6
22846010;571;3.82
22846020;964;2.9
22846025;847;4.79
22846030;438;2.91
22846035;22;4.02
22846045;541;4.15
22846050;847;5.11
22846055;718;3.2
22846060;692;3.9
22846065;659;3.11
22846070;750;5.22
22848005;91;6.45
22848010;478;4.15
22848015;383;8.33
22848020;679;4.2
22848025;434;1.26
22848030;342;2.72
22848035;844;4.27
22848040;717;5.94
22848045;857;2.87
22848050;796;5.33
22850005;578;3.2
22850010;544;4.92
22850015;555;5.48
22850020;1120;4.45
22850025;846;3.64
22850030;325;6.39
22850035;868;2.71
22850040;36;2.42
22850045;462;3.92
22850050;269;3.88
22850055;676;3.77
22850060;306;4.14
22850065;1344;3.32
22850071;77;5.52
22851005;39;4.02
22851010;855;6.49
22851015;929;2.8
22851020;732;5.45
22851025;777;4.71
22851031;861;3.37
22851032;109;4.82
22851035;951;5.34
22869005;1216;4.86
22869010;995;5.33
22869015;1198;4.26
22869020;527;3.85
22869025;261;4.44
22869030;1247;3.46
22869035;129;3.75
22869040;967;3.36
22869045;356;2.91
22869050;160;7.69
22869055;683;4.41
22869060;439;4.8
22869065;291;7.95
22869070;582;5.65
22880005;959;3.39
22880010;1177;5.36
22880015;1262;3.38
22880020;788;3.69
22880030;1138;5.06
22880035;1056;3.06
22880040;717;6.2
22880045;540;2.62
22880050;1073;3.76
22880055;413;6.02
22880065;402;2.8
22880070;804;5.43
22880075;1301;3.69
22880081;1323;2.65
22880085;310;3.56
22880090;565;6.01
22880095;545;4.41
22880100;453;6.12
22880105;393;5.14
22880110;410;6.56
22880115;464;5.29
22880120;407;7.18
22885005;458;5.78
22885010;323;2.35
22885015;831;6.43
22885020;325;2.09
22885025;785;4.72
22885030;377;5.51
22885035;551;3.55
22885040;497;3.59
22885045;286;4.32
22885050;703;4.93
22885055;305;5.76
22885060;536;5.29
22885065;5;5.78
22889005;622;4.91
22889010;507;8.28
22889015;267;4.13
22889020;580;5.24
22889025;487;4.72
22889030;614;3.2
22926005;920;5.08
22926010;1105;2.35
22926015;480;1.93
22926020;793;2.93
22926025;972;2.66
22926030;1391;5.55
22926035;1053;3.95
22926040;579;3.7
22926045;493;3.52
22926050;568;3.67
22926055;427;4.85
22926060;551;2.59
22926065;602;2.8
22926070;1173;4.9
22926075;952;3.74
22926080;655;5.54
22926090;640;3.03
22926095;240;2
22926101;1844;5.19
22926105;56;5.29
22927005;384;2.39
22927010;1505;3.32
22927015;1360;3.01
22927020;266;2.64
22927025;986;4.29
22929005;241;5.04
22929010;252;4.9
22929020;581;2.19
22929025;202;5.68
22929030;126;3.21
22929035;124;5.41
22929040;170;6.19
22941005;656;3.51
22941010;275;2.09
22941015;447;3.2
22941020;739;2.4
22941025;507;3.73
22941030;852;5.65
22941035;318;4.57
22941040;1025;2.71
22941045;553;2.79
22941050;557;6.69
22941055;622;6.69
22941061;644;3.12
22941065;887;2.57
22941070;501;2.79
22941075;330;6.84
22941080;445;3.26
22946005;65;6.46
22946010;361;4.12
22946015;841;5.01
22946030;797;2.26
22946035;283;2.78
22946040;235;4.52
22946045;223;5.39
22946050;3;0
22946055;22;3.58
22946061;763;3.73
22946065;429;4.17
22946070;588;4.09
22946075;440;2.5
22946080;557;2.77
22946085;458;3.44
22949005;1149;4.5
22949010;781;4.96
22949020;588;6.06
22949025;399;4.73
22949030;933;4.31
22949035;3;5.91
22949040;761;5.49
22952010;459;4.61
22952020;366;3.59
22952025;23;6.51
22952030;339;2.48
22952035;5;6.57
22952040;388;3.6
22955005;357;4.63
22955010;698;4.8
22955015;404;5.53
22956005;630;2.97
22958005;623;6.62
22959005;536;2.18
22961005;134;3.38
22962005;571;6.16
22962015;198;3.57
22962025;243;6.31
22962030;10;6.91
22964005;608;2.67
