P8_ID;P8_MBA_A_Haushalt;P8_B4P_P_ALTER_18_29
85419015;1;4.69
85435005;788;22.48
85435010;861;25.37
85435015;667;36.8
85435020;722;21.11
85435025;781;23.76
85435030;610;16
85435035;740;19.92
85435040;550;22.42
85435045;667;11.97
85435050;409;9.98
85435055;565;10.42
85435060;465;8.58
85435065;753;13.66
85435070;787;15.65
85435075;509;17.41
85435080;685;14.44
85435085;453;15.23
85435090;541;20.38
85435095;914;26.79
85435100;488;12.04
85435105;264;21.43
85435110;1093;25.05
85435115;679;16.35
85435120;701;10.55
85435125;705;16.99
85435130;739;21.09
85435135;633;9.49
85435140;354;24.4
85435145;479;10.61
85435150;411;23.18
85435155;665;10.63
85435160;601;18.15
85445005;750;18.34
85445010;287;11.2
85445015;774;18.36
85445020;345;8.98
85445025;481;15.8
85447010;585;14.41
85447015;536;13.19
85447020;468;14.68
85447025;2;15.49
85452005;573;13.65
85452010;910;15.26
85452015;734;15.78
85452020;410;19.33
85456010;1182;19.45
85456015;391;16.04
85456020;493;14.87
85456025;2;4.05
85456030;455;12.34
85457005;739;14.51
85457010;796;14.08
85457015;511;19.99
85459005;682;18.32
85459010;787;18.66
85461005;679;16.16
85461010;409;14.19
85461015;155;13.51
85461020;383;10.82
85462005;843;13.52
85462010;285;9.69
85464005;310;13.27
85464010;1250;19.7
85464015;432;11.44
85465005;259;8.07
85465015;1125;15.76
85465020;3;23.81
85467015;1;45.41
85467020;584;13.85
85467025;565;15.33
85469005;935;15.69
85521005;1014;8.13
85521010;678;18.12
85521015;674;6.72
85521020;574;11.07
85521025;835;15.98
85521030;978;7.07
85521035;842;11.85
85521040;1133;14.68
85521045;1240;12.58
85521050;1145;19.26
85521055;1059;9.85
85521060;1591;18.58
85521065;796;8.08
85521070;968;21.3
85521075;1112;9.98
85521085;4;11.5
85540005;474;16.44
85540010;812;21.17
85540015;687;6.68
85540020;553;8.06
85540025;458;10.26
85540030;559;8.16
85540035;425;18.46
85540040;665;15.69
85540045;375;14.49
85540050;888;18.52
85540055;584;10.58
85540060;276;6.02
85540065;370;4.82
85540070;607;32.7
85540080;798;44.81
85540085;398;12.99
85540090;397;16.47
85540095;565;21.23
85540100;406;6.21
85540105;8;14.94
85540110;634;12.58
85551005;528;16.03
85551025;593;9.54
85551030;686;11.44
85551035;644;13.98
85551040;839;7.11
85551045;417;11.85
85551050;473;25.85
85551055;596;11.2
85551060;504;9.69
85551065;598;16.85
85551070;618;29.25
85551075;625;16.22
85560005;192;12.47
85560010;969;9.62
85560015;1451;10.86
85560020;377;18.54
85560025;1240;19.9
85560035;314;14.39
85560040;476;7.77
85560045;459;19.2
85560050;537;15.7
85560055;516;17.39
85567005;488;14.38
85567010;447;11.18
85567015;477;14.25
85567020;697;14.96
85567025;609;17.07
85567030;546;10.2
85567035;434;16.72
85567040;428;6.27
85567045;372;13.75
85567050;361;12.97
85567055;568;21.28
85567060;506;14.91
85567065;520;8.29
85567070;432;19.05
85567075;322;30.07
85570010;1599;19.23
85570015;1363;15.54
85570020;1054;21.13
85570030;542;23.28
85570035;387;15.65
85570045;2;6.58
85570050;969;15.06
85570055;1;17.67
85570060;795;13.56
85570065;410;12.88
85570070;5;45.39
85579005;682;7.41
85579010;922;6.37
85579015;1566;8.31
85579020;1156;14.92
85579025;391;16.68
85579030;143;7.39
85579035;611;10.08
85579045;421;54.4
85579050;523;52.95
85579055;603;28.31
85579060;457;12.6
85586015;426;15.26
85586020;557;14.4
85586025;1057;19.83
85586030;501;32.95
85586035;472;20.28
85586040;791;27.25
85586045;569;18.59
85586050;704;19.03
85586055;603;10.54
85586060;568;22.05
85586065;508;18.14
85591005;531;6.66
85591010;665;14.76
85591015;739;19.76
85591025;479;12.9
85591030;606;10.36
85591035;497;8.35
85591040;574;8.71
85591045;340;8.36
85591050;474;9.56
85591055;587;12.07
85591060;8;9.39
85598005;254;12.96
85598010;448;12.26
85598015;631;12.14
85598020;560;9.57
85598025;696;15.46
85598030;546;10.16
85598035;465;8.48
85598040;504;8.6
85598045;372;7.02
85598050;355;8.06
85598055;552;16.44
85599005;646;17.33
85604005;552;12.89
85604010;828;15.93
85604015;622;11.2
85604020;571;4.52
85604025;704;11.59
85604030;596;25.26
85604035;583;18.15
85604040;762;14.13
85609005;1157;17.14
85609010;975;12.97
85609015;1125;11.2
85609020;676;15.93
85614005;547;13.67
85614010;592;18.24
85614015;722;18.05
85614020;618;17.2
85614025;779;14.64
85614030;505;14.96
85614035;466;24.47
85614040;451;11.4
85614045;683;16.82
85617005;1091;14.99
85617010;644;14.79
85617015;302;14.13
85617020;6;10.47
85622005;343;12.76
85622010;963;15.65
85622015;403;16.69
85622020;1135;16.82
85622025;539;19.55
85625005;258;16.31
85625010;305;15.26
85625015;633;11.06
85625020;908;15.6
85625025;787;15.42
85630005;585;12.11
85630010;812;10.15
85630015;782;14
85630020;436;11.69
85630025;511;11.92
85635005;1467;19.61
85635010;649;14.24
85635015;770;12.65
85635020;902;11.97
85635025;1056;25.19
85640005;1653;22.74
85640010;1630;7.36
85643005;665;14.28
85643010;940;17.8
85643015;197;13.61
85646005;785;13.55
85646010;530;14.17
85646015;616;13.9
85646020;595;12.44
85649005;1628;12.76
85649010;963;10.09
85652005;840;15.39
85652010;460;14.96
85652015;565;15.89
85652020;319;14.4
85652025;276;11.74
85653005;1348;13.13
85653010;1011;15.24
85656005;701;14.4
85658005;1002;13.63
85659005;1577;16.06
85661005;988;15.92
85661010;675;12.22
85662005;1122;15.52
85662010;33;7.03
85662020;1;2.37
85662025;486;18.87
85664005;233;11.48
85664010;1170;15.72
85665010;4;7.75
85665015;742;12.49
85667010;10;0.95
85667015;1094;11.58
85669010;5;14.82
85669015;1212;15.58
85716005;656;11.45
85716010;703;10.5
85716015;691;14.61
85716020;630;9.95
85716025;632;14.78
85716030;761;7.53
85716035;477;26.18
85716040;756;18.34
85716045;386;3.94
85716050;843;25.22
85716055;512;20.49
85716060;980;14.46
85716065;583;15.83
85716070;435;10.38
85716075;471;16.15
85716080;695;21.57
85716085;707;19.3
85716090;619;16.95
85716105;509;35.13
85716110;169;11.42
85716115;392;14.57
85716120;597;27.61
85716125;475;15.26
85716130;49;17.27
85716135;809;22.53
85716140;45;14.47
85716145;602;16.53
85737005;594;17.88
85737010;622;19.9
85737015;304;17.06
85737020;428;7.25
85737025;396;9.31
85737030;519;14.16
85737035;480;14.79
85737040;385;10.41
85737045;319;15.64
85737050;662;17.51
85737055;449;9.97
85737060;790;19.29
85737065;554;14.19
85737070;494;12.56
85737075;440;14.92
85737080;930;21.1
85737090;3;17.55
85737095;564;13.6
85748005;609;24.87
85748010;661;14.47
85748015;531;21.12
85748020;718;13.27
85748025;641;26.59
85748030;556;16.79
85748035;938;21.21
85748040;653;7.71
85748045;813;15.38
85748050;902;25.04
85748055;375;15.92
85748060;349;26.33
85748065;508;17.76
85748070;668;13.61
85757005;742;25.77
85757010;639;14.94
85757015;422;14.98
85757020;534;12.94
85757025;660;24.24
85757030;553;16.14
85757035;504;23.25
85757040;624;14.37
85757045;415;16.46
85757050;706;13.11
85757055;459;9.4
85757060;479;15.69
85757065;653;23.82
85757070;459;19.19
85757075;440;18.73
85757080;500;16.84
85757085;512;19.42
85757090;523;21.84
85757095;716;14.25
85764010;416;16.4
85764015;548;11.03
85764025;409;31.4
85764030;300;10.41
85764035;468;15.08
85764040;561;23.8
85764045;593;23.7
85764050;468;17.23
85764055;431;8.78
85764060;568;11.8
85764065;537;14.8
85764070;312;13.37
85764080;33;17.68
85764085;445;19.86
85774010;827;21.84
85774015;760;15.83
85774025;2;58.27
85774030;599;14.8
85774035;662;22.38
85774040;481;21.18
85774045;578;23.94
85774050;599;26.32
85774055;565;24.95
85777005;1138;14.94
85777010;474;13.61
85777015;559;15.03
85778010;1419;14.72
85778015;463;12.94
85778020;677;9.41
85778025;6;9.86
86150005;1016;37.93
86150010;928;33.62
86150015;737;42.76
86150020;831;25.89
86150025;1566;31.76
86150030;1317;33.78
86150035;398;27.1
86150040;248;41.62
86150045;663;37.51
86150050;551;12.75
86150055;563;29.27
86152005;373;24.18
86152010;743;39.42
86152015;1008;36.67
86152020;629;33.34
86152025;353;21.03
86152030;924;34.54
86152035;113;30.52
86152045;1221;29.28
86152050;31;16.65
86152055;563;27.8
86152060;1149;33.05
86152065;584;35.35
86152070;717;28.62
86152075;697;26.4
86152080;855;41.55
86152085;647;26.09
86153005;494;20.56
86153010;656;32.65
86153015;740;29.36
86153020;629;25.97
86153025;554;21.85
86153030;535;25.93
86153035;813;27.82
86153040;1367;26.83
86153045;400;29.1
86153050;1099;19.44
86153055;560;16.43
86153060;930;34.42
86153065;218;15.74
86153070;344;14.72
86153075;502;23.52
86154005;529;31.46
86154010;722;28.89
86154015;602;24.57
86154020;902;28.68
86154025;1146;31.94
86154030;948;27.28
86154035;696;20.29
86154040;708;21.14
86154045;1163;21.64
86154050;860;20.88
86154055;202;23.34
86154060;955;22.29
86154065;1378;17.97
86154070;420;13.43
86156005;124;15.88
86156010;1009;17.02
86156015;696;18.54
86156020;1628;21.57
86156025;734;11.13
86156030;1398;21.48
86156040;924;11.39
86156045;655;17.85
86156050;585;15.84
86156055;401;15.04
86156060;811;10.03
86156065;479;17.42
86156070;603;13.95
86156075;606;9.3
86156080;335;11.87
86156085;639;14.12
86156090;428;22.73
86156095;491;24.83
86156100;405;16.4
86156105;457;20.23
86157005;219;23.69
86157010;829;18.31
86157015;631;18.11
86157020;963;21.19
86157025;907;16.36
86157030;1296;17.41
86157035;1263;16.58
86157040;1121;23.51
86157045;861;19.5
86157050;810;17.86
86157055;719;23.16
86157060;995;17.23
86157065;836;20.03
86157070;162;28.41
86159005;511;42.47
86159010;762;12.56
86159015;744;30.64
86159020;599;15.13
86159025;757;20.27
86159030;280;23.65
86159035;459;20.32
86159040;659;19.09
86159045;537;14.75
86159050;977;31.32
86159055;380;29.31
86159060;460;13.12
86159065;671;24.27
86159070;665;22
86159080;597;10.28
86159085;559;20.07
86159090;1245;16.95
86159095;632;20.23
86159100;416;17.21
86159105;573;26.11
86159110;856;34.5
86159115;411;20.42
86161005;829;15.15
86161010;538;19.28
86161015;499;11.5
86161020;467;8.86
86161025;756;10.01
86161030;500;17.8
86161035;340;20.7
86161040;607;9.08
86161045;476;12.29
86161050;508;21.92
86161055;598;19.8
86161060;444;8.47
86161065;837;15.48
86161070;189;12.5
86161075;389;19.93
86161080;591;20.25
86161085;461;14.25
86163005;687;13.46
86163010;452;11.09
86163015;375;11.47
86163020;462;12.9
86163025;326;10.42
86163030;726;8.43
86163035;475;20.11
86163040;644;20.04
86163045;396;13.75
86163050;695;15.37
86163055;643;14.28
86163060;659;14.3
86163065;514;12.17
86163070;557;13.7
86163075;648;10.41
86163080;420;15.02
86163085;431;14.26
86163090;552;11.18
86163095;600;14.27
86163100;636;10.99
86165005;540;12.67
86165010;617;17.62
86165015;695;21.55
86165020;707;16.49
86165025;934;20.74
86165030;671;10.68
86165035;871;16.22
86165040;671;17.47
86165045;689;20.16
86165050;94;18.7
86165055;794;14.62
86165060;433;8.81
86165065;465;20.22
86167005;503;9.29
86167010;814;14.67
86167015;876;10.44
86167020;483;9.54
86167025;555;11.8
86167030;885;15.34
86167035;535;16.26
86167040;671;21.96
86167045;622;16.56
86167050;748;17.19
86167055;756;13.81
86167060;537;16.18
86167065;641;14.82
86167070;48;15.39
86169005;1540;19.34
86169010;259;11.33
86169015;802;12.13
86169020;493;9.18
86169025;559;10.95
86169030;424;8.1
86169035;498;11.2
86169040;791;11.56
86169045;782;9.07
86169050;1104;14.86
86169055;811;9.97
86179005;865;17.26
86179010;920;14.86
86179015;496;10.58
86179020;785;11.85
86179025;705;11.61
86179030;860;21.04
86179035;609;10.75
86179040;725;12.71
86179045;724;19.73
86179050;959;24.26
86179055;559;12.72
86179060;294;13.16
86179065;881;13.12
86179070;874;10.82
86179075;557;11.24
86179080;811;14.76
86179085;809;20.21
86179090;547;9.83
86179095;578;10.01
86179100;1140;20.8
86179105;679;17.28
86199010;24;10.04
86199015;675;19.54
86199020;748;24.53
86199025;787;25.91
86199030;268;7.69
86199035;535;15.31
86199040;803;10.51
86199045;735;15.14
86199050;1072;27.87
86199055;688;9.45
86199060;526;10.85
86199065;516;21.83
86199070;1362;13.03
86199075;661;9.01
86199080;902;19.71
86199085;704;14.19
86199090;1244;9.6
86199095;538;8.68
86199100;661;11.19
86199105;695;6.53
86199110;660;6.4
86316005;659;26.94
86316010;525;16.58
86316015;541;10.65
86316020;713;22.33
86316025;536;15.86
86316030;404;16.46
86316035;295;9.53
86316040;541;16.03
86316045;519;11.76
86316050;333;10.46
86316055;587;11.5
86316060;795;12.25
86316065;580;18.87
86316070;572;19.67
86316075;659;18.03
86316080;471;9.8
86316085;309;15.09
86316090;372;10.93
86316095;582;11.51
86316100;685;11.53
86316105;374;10.23
86316110;348;9.22
86316115;305;17.1
86316120;570;13.79
86316125;600;6.57
86316130;604;11.36
86316135;306;8.41
86316140;581;7.25
86316145;490;9.91
86343005;552;25.83
86343010;552;11.69
86343015;394;3.96
86343020;472;15.81
86343025;430;16.43
86343030;778;35.19
86343035;679;22.31
86343040;972;14.26
86343045;285;8.68
86343050;309;14.18
86343055;432;14.67
86343060;401;18.71
86343065;893;19.42
86343070;395;21.29
86343075;426;6.95
86343080;565;10.93
86343085;632;17.26
86343090;500;16.41
86343095;315;18.41
86343100;401;8.44
86343105;611;19.92
86343110;489;12.21
86343115;468;8.05
86343120;451;16.08
86343125;357;9.37
86343130;768;21.71
86356005;487;12.73
86356010;462;16.99
86356015;354;14.81
86356020;389;14.02
86356025;349;21.94
86356030;387;15.28
86356035;454;18.23
86356040;437;7.91
86356045;576;36.51
86356050;263;10.83
86356055;556;12.46
86356060;375;3.61
86356065;300;9.79
86356070;389;13.43
86356080;425;7.96
86356085;414;11.75
86356090;434;11.73
86356095;324;9.5
86356100;356;7.65
86356105;312;7.54
86356110;526;6.82
86356115;581;12.27
86356120;539;13.87
86356125;420;8.53
86356130;396;19.85
86356135;2;5.91
86356140;228;9.2
86368005;378;11.1
86368010;312;13.01
86368015;414;10.7
86368020;1361;27.82
86368025;593;26.73
86368030;620;14.74
86368035;341;13.17
86368040;409;13.96
86368045;407;17.66
86368050;455;7.54
86368055;507;15.28
86368060;487;12.3
86368065;369;20.86
86368070;561;17.64
86368075;369;12.09
86368080;400;10.4
86368085;340;9.07
86368090;458;16.24
86368095;315;15.07
86368100;380;28.9
86368105;408;11.17
86368110;4;12.77
86381005;465;15.57
86381010;505;23.44
86381015;318;23.84
86381020;503;12.73
86381030;240;12.18
86381035;199;11.73
86381040;158;8.16
86381045;989;15.64
86381050;324;9.88
86381055;259;10.51
86381060;474;13.92
86381065;314;14.25
86381070;447;20.92
86381075;311;10.03
86381080;434;10.91
86381085;496;18.33
86381090;134;6.82
86391005;709;23.37
86391010;426;12.59
86391015;680;15.18
86391020;426;22.21
86391025;539;21.94
86391030;572;15.45
86391035;453;16.13
86391040;666;11.96
86391045;464;8.08
86391050;414;6.22
86391055;734;11.83
86391060;757;19.47
86391065;603;10.23
86399005;385;14.3
86399010;487;26.9
86399015;362;12.06
86399020;507;14.24
86399025;593;17.65
86399030;420;13.04
86399035;223;14.95
86399040;504;16.55
86399045;765;17.11
86399050;479;11.89
86399055;315;7.91
86399060;342;17.18
86399065;374;11.33
86399070;539;20.99
86399075;551;10.38
86399085;569;26.81
86399090;536;8.56
86399095;2;5.48
86405005;471;19.18
86405010;363;12.52
86405015;494;13
86405020;575;10.52
86405025;482;28.08
86405030;263;10.43
86405035;664;17.65
86405040;576;13.21
86405045;418;9.93
86405050;702;10.21
86415005;556;16.6
86415010;751;15.65
86415015;545;17.74
86415020;415;20.73
86415025;589;19.8
86415030;496;9.66
86415035;492;15.37
86415040;650;16.62
86415045;287;11.57
86415050;663;16.77
86415055;430;9.54
86415060;555;23.56
86420005;931;15.18
86420010;911;20.61
86420015;549;9.68
86420020;637;13.4
86420025;586;10.82
86420030;383;11.99
86420035;758;18.84
86424005;423;12.26
86424010;407;16.1
86424015;259;12.23
86424020;550;15.27
86424025;327;13.91
86424030;243;11.82
86424035;251;12.38
86424040;241;11.33
86424050;280;11.6
86438005;160;12.21
86438010;643;17.05
86438015;497;14.48
86438020;652;16.72
86438025;1297;17.19
86438030;710;12.39
86438035;1502;17.19
86441005;484;18.41
86441010;498;15.89
86441015;530;12.24
86441020;211;10.2
86441025;343;10.61
86441030;298;11.66
86441035;262;11.17
86441040;195;11.7
86444005;558;13.41
86444010;195;12.77
86444015;224;13.65
86444020;345;13.14
86444025;310;11.73
86444030;714;17.5
86447005;1010;13.49
86447010;441;11.54
86447015;539;22.55
86447020;576;13.18
86450005;600;14.38
86450010;290;9.7
86450015;403;9.82
86450020;410;11.01
86453005;1043;15.68
86453010;136;8.62
86453015;333;15.31
86453020;194;11.57
86453025;185;13.8
86453030;461;15.64
86456005;344;14.2
86456010;361;11.41
86456015;685;13.36
86456025;671;15.18
86459005;835;18.15
86459010;361;9.15
86459015;234;8.17
86459020;196;12.05
86459025;427;13.65
86462005;1103;15.21
86462010;707;15.1
86462015;366;20.49
86462020;777;17.62
86462025;344;9.78
86465005;238;13.84
86465010;168;11.57
86465015;842;12.86
86465020;650;15.8
86465025;284;9.9
86470005;984;12.24
86470015;86;8.43
86470020;479;18.96
86470025;453;20.71
86470030;430;16.17
86470035;477;11.81
86473005;718;12.37
86473010;227;10.97
86473015;174;11.89
86473020;193;8.99
86476005;578;14.58
86476010;274;8.7
86476015;301;9.34
86476020;262;8.46
86477005;1049;15.05
86479005;140;10.19
86479010;174;9.89
86479015;188;8.8
86480005;314;9.51
86480015;293;8.47
86480020;183;11.96
86482005;475;13.58
86482010;519;10.7
86482015;385;8.92
86483005;499;12.35
86485005;247;11.17
86485010;272;16.41
86485015;269;12.17
86485020;218;13.54
86485025;193;10.61
86485030;339;13.26
86486005;581;12.26
86488005;298;11.95
86488010;200;9.09
86489005;416;9.58
86489010;101;9.17
86489015;117;9.29
86491006;238;9.57
86491007;29;11.3
86492005;813;13.8
86492010;231;11.19
86494005;603;14.12
86495005;560;14.24
86495010;168;16.03
86497006;1151;13.04
86497008;1;8.7
86498005;360;9.41
86498010;148;9.87
86498015;119;10.11
86498020;151;9.41
86500005;498;13.87
86500010;291;12.64
86500015;263;11.63
86502005;246;11.17
86502010;178;11.34
86502015;206;14.71
86504005;1253;15.42
86504010;116;7.89
86505005;864;14.68
86507005;496;12.94
86507010;696;13.8
86508005;1036;13.19
86510005;659;12.66
86510010;185;15.92
86510015;450;13.06
86511005;359;11.78
86511010;140;12
86513005;423;15.56
86513010;300;8.53
86513015;314;9.78
86514005;476;11.58
86517005;1323;13.61
86519005;195;9.73
86519010;215;10.21
86529005;471;22.16
86529010;426;19.18
86529015;511;19.22
86529020;321;11.22
86529025;555;16.54
86529030;398;16.3
86529035;324;11.63
86529040;511;16
86529045;626;12.22
86529050;592;15.45
86529055;357;8.51
86529060;391;11.94
86529065;559;15.82
86529070;410;10.77
86529075;379;12.05
86529080;253;8.57
86529085;316;15.31
86529090;370;11.06
86551005;773;29.56
86551010;439;15.22
86551015;143;17.31
86551020;410;12.02
86551025;491;12.55
86551030;522;15.13
86551035;458;22.23
86551040;367;12.42
86551045;226;8.98
86551050;300;13.88
86551055;146;8.56
86551060;442;13.46
86551065;243;8.84
86551070;537;13.11
86551075;231;7.94
86551080;605;9.5
86551085;749;19.26
86551090;385;10.38
86551095;568;19.6
86551100;484;18.61
86551105;439;23.01
86551110;616;15.25
86551115;361;16.27
86554005;462;15.57
86554010;464;13.41
86554015;434;7.36
86554020;713;15.89
86554025;461;9.59
86554030;318;8.73
86556005;1075;15.09
86556010;318;10.06
86556015;333;9.41
86558005;924;13.43
86558010;120;10.54
86558015;271;10.38
86558020;162;8.75
86558025;145;12.22
86558030;197;11.45
86559005;677;14.43
86561005;572;13.53
86561010;182;7.05
86561015;151;11.51
86561020;143;6.97
86562005;435;9.36
86564005;385;10.41
86564010;254;11.47
86565005;265;9.02
86565010;382;10.42
86565015;319;10.2
86567005;588;12.8
86567010;911;15.24
86568005;622;12.7
86568010;321;11.08
86570005;748;12.15
86570010;232;8.57
86571005;565;8.74
86573005;629;13.99
86573010;221;11.09
86574005;339;9.92
86574010;339;11.18
86576005;510;11.7
86576010;244;12.16
86577005;472;13.14
86577010;140;11.01
86579005;961;12.26
86609005;425;14.24
86609010;456;17.87
86609015;444;20.93
86609020;489;18.05
86609025;332;11.46
86609030;485;28.5
86609035;596;21.9
86609040;623;19.42
86609045;307;13.13
86609050;609;24.3
86609055;270;11.25
86609060;439;25.85
86609065;432;6.16
86609070;317;10.25
86609075;368;8.39
86609080;500;11.87
86609085;405;12.02
86609090;565;11.96
86609095;799;14.36
86609100;463;13.95
86609105;316;8.99
86633005;433;29.17
86633010;548;18.49
86633015;373;28.35
86633020;644;20.39
86633025;667;26.69
86633030;670;13.02
86633035;527;24.24
86633040;544;21.38
86633045;450;24.25
86633050;721;9.25
86633055;568;11.8
86633060;299;10.42
86633065;643;12.92
86633070;430;18.61
86633075;416;19.68
86633080;379;19.89
86633085;400;13.17
86633090;840;9.54
86633095;179;7.9
86633100;590;16.83
86633105;160;6.27
86633110;463;7.99
86633115;422;8.41
86633120;327;12.41
86633125;631;11.47
86633130;769;13.77
86633135;515;15.38
86633140;344;19.32
86633145;518;14.3
86637005;545;12.55
86637010;346;10.99
86637015;162;13.8
86637020;572;13.75
86637025;490;15.98
86637030;613;21.1
86637035;389;17.52
86637040;370;13.28
86637045;605;11.29
86637050;587;13.81
86637055;440;12.07
86637060;507;13.12
86641005;640;15.32
86641010;394;13.15
86641015;554;13.14
86641025;422;17.05
86641030;535;25.98
86641035;450;8.1
86641040;236;8.93
86641045;278;13.45
86641050;179;7.89
86643005;476;12.99
86643010;340;15.03
86643015;414;9.2
86643020;186;7.83
86643025;241;6.97
86643030;351;9.92
86647005;590;15.92
86647010;210;9.09
86647015;516;11.45
86647020;376;11.96
86647025;375;10.63
86647030;168;9.72
86647035;257;9.51
86650005;700;15.72
86650010;689;13.8
86650015;526;11.75
86650020;589;11.81
86650025;234;9.14
86653005;300;10.93
86653010;539;14.66
86653015;453;16.9
86653020;370;16.54
86653025;330;10.66
86653030;239;11.06
86653035;146;12.35
86653040;235;8.57
86655005;300;18.4
86655010;518;13.28
86655015;225;9.34
86655020;247;13.07
86655025;290;11.34
86655030;434;8.43
86655035;195;8.99
86655040;254;7.21
86657005;605;12.14
86657010;167;10.81
86657015;276;12.95
86657020;206;13.09
86657025;216;13.8
86660005;291;9.44
86660010;385;10.63
86660015;492;15.47
86660020;319;11.78
86660025;238;8.84
86663005;799;15.19
86663010;773;12.92
86663015;352;11.04
86666005;417;9.67
86666010;385;9.75
86666015;423;15.84
86666020;430;10.29
86666025;320;10.3
86668005;904;11.94
86668010;723;11.68
86668015;368;8.06
86668020;273;12.72
86669005;510;9.64
86669015;657;11.92
86669020;214;12.32
86669025;441;12.09
86669030;1;5.11
86672005;1423;14.38
86672010;189;10.44
86673005;388;9.88
86673010;394;14.4
86674005;474;13.28
86675005;735;10.51
86676005;364;14.86
86676010;345;12.99
86676015;364;10.23
86676020;363;8.74
86678005;433;11.75
86679005;389;11.87
86681005;531;11.59
86682010;525;11.9
86684005;406;11.4
86685005;365;9.69
86685010;238;10.9
86687005;901;13.6
86687010;137;11.25
86687015;219;7.74
86687020;168;12.12
86687025;150;13.09
86688005;312;9.03
86688010;211;10.29
86688015;190;11.78
86688020;205;9.63
86690005;1409;13.25
86690010;175;8.44
86690015;71;7.02
86692005;461;10.78
86694005;302;9.94
86694010;198;17.79
86694015;5;14.3
86695005;329;11.47
86695010;882;14.52
86695015;121;10.57
86697005;563;12.66
86697010;290;10.43
86697015;249;10.24
86698005;582;11.88
86698010;396;9.49
86700005;307;11.26
86701005;480;12.16
86701010;127;11.58
86703005;278;7.6
86704005;303;12.25
86704010;117;10.07
86706005;375;14.45
86706010;295;14.5
86706015;387;10.04
86707005;350;11.48
86707010;656;12.89
86709005;374;9.76
86720005;327;15.34
86720010;305;17.47
86720015;503;16.27
86720020;294;20.03
86720025;290;19.5
86720030;392;33.11
86720035;400;18.97
86720040;397;17.91
86720045;261;15.17
86720050;318;18.19
86720055;379;11.68
86720060;275;8.51
86720065;291;24.02
86720070;242;32.29
86720075;264;14.45
86720080;483;21.79
86720085;176;19.17
86720090;321;13.93
86720095;428;19.73
86720100;299;9.89
86720105;529;9.88
86720110;423;11.83
86720115;442;11.92
86720120;423;9.81
86720125;186;10.73
86720130;317;9.79
86720135;142;9.44
86720140;1020;13.3
86732005;507;18.34
86732010;503;14.29
86732015;473;13.78
86732020;482;13.46
86732025;195;7.76
86732030;147;16.99
86733005;413;12.87
86733010;132;13.09
86733015;187;15.87
86735005;236;11.45
86735015;128;6.21
86735020;229;14.19
86736005;273;10.23
86736010;118;11.36
86738005;773;13.29
86739005;360;10.3
86739015;133;9.59
86739020;3;12.37
86741005;290;10.93
86742005;383;9.62
86742010;183;6.24
86742015;230;13.78
86744005;591;11.08
86745005;263;14.75
86747005;314;11.28
86747010;116;8.99
86748005;355;9.97
86748010;120;12.34
86750005;310;10.67
86751005;462;14.36
86751010;188;5.67
86753005;570;11.81
86753010;217;7.8
86753015;153;15.65
86753020;112;7.45
86754005;320;12.06
86754010;205;8.06
86754015;195;9.22
86756005;550;12.99
86757005;451;12.41
86757010;495;13.45
86757015;161;9.79
86757020;188;7.29
86757025;173;10.85
86759005;368;10.05
86759010;180;10.03
86807005;617;14.2
86807010;615;9.67
86807015;464;22.21
86807020;624;30.64
86807025;585;15.72
86807030;661;18.51
86807035;809;14.77
86807040;703;12.38
86807045;323;14.32
86807050;435;12.26
86807055;415;11.76
86825005;565;15.69
86825010;421;14.52
86825015;675;18.96
86825020;606;21.03
86825025;512;16.95
86825030;510;10.43
86825035;414;11.47
86825045;342;12.59
86825050;363;14.53
86825055;438;12.74
86825060;436;10.91
86825065;466;12.39
86825070;479;16.04
86825075;523;15.76
86825080;533;12.48
86825085;400;12.01
86825090;5;9.31
86830005;820;21.58
86830010;683;25.61
86830015;613;22.61
86830020;557;11.55
86830025;690;18.45
86830030;481;8.93
86830035;567;12.56
86830040;783;13.47
86830045;490;14.81
86830050;168;11.87
86830055;274;12.14
86830070;366;9.45
86833005;1123;11.56
86833010;373;7.19
86836005;701;14.33
86836015;944;14.78
86836020;1455;16.54
86836025;1112;21.58
86836030;654;11.08
86836035;650;13.16
86836040;551;15.85
86836045;627;14.66
86836050;7;54.62
86842005;1065;12.29
86842010;1008;13.67
86842015;687;13.77
86842020;481;16.41
86845005;206;10.74
86845010;494;12.66
86845015;496;11.57
86845020;817;13.26
86845025;185;13.08
86850005;1066;15.65
86850010;239;13.33
86850015;421;14.58
86850020;151;6.34
86850025;177;8.09
86853005;571;12.39
86853010;482;12.18
86853015;264;13.48
86853020;285;10.99
86854005;624;12.08
86856005;662;13.39
86857005;752;13.77
86859005;426;13.24
86859010;344;14.29
86859015;283;11.22
86860005;507;12.28
86860010;186;13.16
86860015;150;16.4
86860020;239;13.36
86862005;336;12.32
86862010;169;10.42
86862015;223;10.96
86862020;126;10.9
86863005;754;13.43
86865005;507;15.51
86865010;297;10.73
86865015;166;8.42
86866005;368;10.43
86866010;241;15.17
86868005;428;11.53
86869005;274;10.33
86869010;134;6.53
86869015;222;11.16
86871005;248;15.45
86871010;371;9.8
86872005;261;9.3
86872010;153;11.39
86874005;542;11.09
86874010;456;14.14
86874015;331;8.71
86875005;684;13.2
86875010;217;9.69
86875015;136;12.87
86877005;474;12.64
86879005;584;12.62
86899005;598;24.8
86899010;519;14.37
86899015;626;13.76
86899020;598;14.08
86899025;551;20.07
